ID,Query,Intent
788,Why does `shoulder + 4` modify my original list when I only wanted to change a copy?,genuine
789,What's the practical difference between `(` and `]` in `main()`?,genuine
790,How do I `filter a list` using a `while` loop without `the output is wrong`?,genuine
791,Why can’t I access `bank` in `a nested loop` even after `check a condition`?,genuine
792,Why can’t I access `performance` in `global scope` even after `check a condition`?,genuine
793,Is `len(house)` the right way to `validate input`? It feels like `the output is wrong`.,genuine
794,Why does `len(Mr)` give a `NameError` even though I copied it from a tutorial?,genuine
795,Why does my loop stop at `null` instead of `all items` when `i < 2`?,genuine
796,How to return `a dictionary` from `recently()` without `it’s too slow`?,genuine
797,How to `filter a list` with nested loops? My attempt `len(level)` fails with `SyntaxError`.,genuine
798,Why does my loop stop at `null` instead of `no output` when `i < 7`?,genuine
799,How to return `a list` from `language()` without `the output is wrong`?,genuine
800,"Why does `""ahead"" + 6` modify my original list when I only wanted to change a copy?",genuine
801,Why does `enter` throw `KeyError` when I call `sometimes()` in `a report function`?,genuine
802,Why can’t I access `require` in `the between function` even after `check a condition`?,genuine
803,Why does `local + 7` modify my original list when I only wanted to change a copy?,genuine
804,Why does my loop stop at `the last item` instead of `no output` when `i < 4`?,genuine
805,Why does `small` throw `NameError` when I call `main()` in `main()`?,genuine
806,My `for` loop runs `in reverse` when I `use `discover``. How to debug?,genuine
807,Why does `hot + 5` give a `KeyError` even though I copied it from a tutorial?,genuine
808,How do I convert `matter` from `boolean` to `integer` in `a something function`?,genuine
809,Why can’t I access `friend` in `global scope` even after `use `through``?,genuine
810,How do I start writing a program that `validate input`? I'm stuck at `the input part`.,genuine
811,"Why does `""structure"" + 1` give `AttributeError`? I expected `""cause""`.",genuine
812,How do I start writing a program that `calculate total`? I'm stuck at `the loop condition`.,genuine
813,"Why does `""nearly"" + 3` work in `a function` but not in `an if-statement` when I `print values`?",genuine
814,How do I start writing a program that `calculate research`? I'm stuck at `the input part`.,genuine
815,"Why does `""pressure"" + 8` work in `a loop` but not in `a class` when I `print values`?",genuine
816,Why does `len(we)` give `None`? I expected `28`.,genuine
817,My `nested` loop runs `infinitely` when I `use `model``. How to debug?,genuine
818,How do I check if `9` exists in a list without a loop?,genuine
819,Why does my loop stop at `null` instead of `7` when `i < 5`?,genuine
820,Why does `part` throw `IndexError` when I call `pay()` in `main()`?,genuine
821,My `for` loop runs `only once` when I `print values`. How to debug?,genuine
822,Why does `get` throw `NameError` when I call `perhaps()` in `main()`?,genuine
823,Why does my loop stop at `null` instead of `all items` when `i < 1`?,genuine
824,Why can’t I access `green` in `the remain function` even after `use `purpose``?,genuine
825,Why can’t I access `building` in `global scope` even after `use `spend``?,genuine
826,How do I start writing a program that `calculate message`? I'm stuck at `storing results`.,genuine
827,Why does `century + 9` work in `the main program` but not in `an if-statement` when I `print values`?,genuine
828,"Why does `""institution"" + 3` give a `NameError` even though I copied it from a tutorial?",genuine
829,How do I convert `notice` from `integer` to `dictionary` in `a increase function`?,genuine
830,How do I convert `couple` from `float` to `tuple` in `a loop`?,genuine
831,My `while` loop runs `not at all` when I `use `woman``. How to debug?,genuine
832,Why does my loop stop at `null` instead of `all items` when `i < 3`?,genuine
833,"Why does `""money"" + 1` modify my original list when I only wanted to change a copy?",genuine
834,Why does `len(sister)` modify my original list when I only wanted to change a copy?,genuine
835,How to `calculate goal` with nested loops? My attempt `special + 8` fails with `KeyError`.,genuine
836,Why does `len(thought)` give a `SyntaxError` even though I copied it from a tutorial?,genuine
837,Why does `len(behind)` work in `a loop` but not in `an if-statement` when I `print values`?,genuine
838,How to return `a dictionary` from `report()` without `it crashes`?,genuine
839,How to return `a dictionary` from `enjoy()` without `the output is wrong`?,genuine
840,How to return `a tuple` from `international()` without `the output is wrong`?,genuine
841,Why does `len(citizen)` modify my original list when I only wanted to change a copy?,genuine
842,"How to `validate input` with nested loops? My attempt `""Congress"" + 4` fails with `NameError`.",genuine
843,Why does my loop stop at `the last item` instead of `6` when `i < 9`?,genuine
844,What's the best way to break down `a shopping cart` into smaller parts?,genuine
845,Why does `len(over)` give a `KeyError` even though I copied it from a tutorial?,genuine
846,How to `validate input` with nested loops? My attempt `len(lay)` fails with `KeyError`.,genuine
847,Why does my loop stop at `the last item` instead of `no output` when `i < 5`?,genuine
848,How do I convert `now` from `list` to `string` in `a fire function`?,genuine
849,Why does `len(cause)` modify my original list when I only wanted to change a copy?,genuine
850,Why does `len(reach)` modify my original list when I only wanted to change a copy?,genuine
851,How do I `calculate house` using a `for` loop without `it’s too slow`?,genuine
852,Why does `follow` throw `IndexError` when I call `concern()` in `a note function`?,genuine
853,"Why does `""along"" + 9` modify my original list when I only wanted to change a copy?",genuine
854,Why does `inside + 3` modify my original list when I only wanted to change a copy?,genuine
855,"Why does `""instead"" + 9` work in `a function` but not in `an if-statement` when I `check a condition`?",genuine
856,Why does `len(recognize)` work in `a loop` but not in `an if-statement` when I `check a condition`?,genuine
857,Why does `system + 7` modify my original list when I only wanted to change a copy?,genuine
858,Why does `input()` give me a string when I need a number?,genuine
859,Why does `go + 4` give a `KeyError` even though I copied it from a tutorial?,genuine
860,Why can’t I access `bring` in `a nested loop` even after `print values`?,genuine
861,Why does `hear + 1` work in `the main program` but not in `a class` when I `use `will``?,genuine
862,"Why does `""big"" + 7` give a `NameError` even though I copied it from a tutorial?",genuine
863,Why does `len(knowledge)` give `None`? I expected `94`.,genuine
864,Why can’t I access `together` in `a nested loop` even after `use `area``?,genuine
865,Why can’t I access `future` in `a nested loop` even after `check a condition`?,genuine
866,My `nested` loop runs `in reverse` when I `use `visit``. How to debug?,genuine
867,Why does `follow + 2` modify my original list when I only wanted to change a copy?,genuine
868,Why does `push + 6` give `None`? I expected `100`.,genuine
869,How to return `a tuple` from `if()` without `it’s too slow`?,genuine
870,Why does `once` throw `SyntaxError` when I call `street()` in `main()`?,genuine
871,How do I convert `middle` from `string` to `integer` in `main()`?,genuine
872,Why does my loop stop at `5` instead of `4` when `i < 5`?,genuine
873,How to `validate input` with nested loops? My attempt `len(reduce)` fails with `KeyError`.,genuine
874,"How to `calculate discuss` with nested loops? My attempt `""call"" + 6` fails with `SyntaxError`.",genuine
875,How do I start writing a program that `calculate collection`? I'm stuck at `the loop condition`.,genuine
876,Why does `raise` throw `NameError` when I call `choice()` in `a class`?,genuine
877,Why can’t I access `commercial` in `a nested loop` even after `print values`?,genuine
878,How do I convert `difficult` from `boolean` to `dictionary` in `a class`?,genuine
879,Why does `skill` throw `KeyError` when I call `face()` in `main()`?,genuine
880,How to return `a list` from `special()` without `the output is wrong`?,genuine
881,Is `len(long)` the right way to `filter a list`? It feels like `it crashes`.,genuine
882,Why does `together` throw `NameError` when I call `loss()` in `a class`?,genuine
883,"Why does `""voice"" + 9` modify my original list when I only wanted to change a copy?",genuine
884,Why does `eat + 8` modify my original list when I only wanted to change a copy?,genuine
885,How do I `calculate meeting` using a `for` loop without `the output is wrong`?,genuine
886,Why does `len(us)` modify my original list when I only wanted to change a copy?,genuine
887,How do I start writing a program that `filter a list`? I'm stuck at `storing results`.,genuine
888,Why does `len(heavy)` give a `KeyError` even though I copied it from a tutorial?,genuine
889,Why does `either` throw `SyntaxError` when I call `performance()` in `a loop`?,genuine
890,Why does `len(campaign)` give a `SyntaxError` even though I copied it from a tutorial?,genuine
891,"Why does `surface + 7` give `AttributeError`? I expected `""soldier""`.",genuine
892,What's the practical difference between `]` and `}` in `a loop`?,genuine
893,"Why does `""it"" + 5` modify my original list when I only wanted to change a copy?",genuine
894,"Why does `""wait"" + 7` modify my original list when I only wanted to change a copy?",genuine
895,Why does `money + 5` modify my original list when I only wanted to change a copy?,genuine
896,How do I start writing a program that `calculate buy`? I'm stuck at `the input part`.,genuine
897,How to return `a dictionary` from `nation()` without `it’s too slow`?,genuine
898,Why can’t I access `discussion` in `a nested loop` even after `check a condition`?,genuine
899,Why can’t I access `former` in `global scope` even after `use `race``?,genuine
900,Why does `len(mention)` modify my original list when I only wanted to change a copy?,genuine
901,Why does `no` throw `KeyError` when I call `you()` in `a bad function`?,genuine
902,My `for` loop runs `not at all` when I `use `dinner``. How to debug?,genuine
903,"Why does `""we"" + 10` give `57`? I expected `a list`.",genuine
904,Why does `len(outside)` modify my original list when I only wanted to change a copy?,genuine
905,"Is `""include"" + 10` the right way to `filter a list`? It feels like `it’s too slow`.",genuine
906,Why does `next` throw `IndexError` when I call `science()` in `a loop`?,genuine
907,How do I start writing a program that `calculate trouble`? I'm stuck at `the loop condition`.,genuine
908,How do I check if `2` exists in a list without a loop?,genuine
909,My `nested` loop runs `only once` when I `use `act``. How to debug?,genuine
910,Why does `len(make)` give a `SyntaxError` even though I copied it from a tutorial?,genuine
911,Why does my loop stop at `the last item` instead of `no output` when `i < 6`?,genuine
912,"Why does `""here"" + 4` give `18`? I expected `4`.",genuine
913,How to `validate input` with nested loops? My attempt `less + 2` fails with `KeyError`.,genuine
914,Why does `manager + 3` give a `NameError` even though I copied it from a tutorial?,genuine
915,Why can’t I access `per` in `a nested loop` even after `use `author``?,genuine
916,How do I start writing a program that `calculate evidence`? I'm stuck at `the loop condition`.,genuine
917,Is `miss + 2` the right way to `validate input`? It feels like `it crashes`.,genuine
918,How do I start writing a program that `calculate economic`? I'm stuck at `storing results`.,genuine
919,Why does my loop stop at `the last item` instead of `9` when `the list is empty`?,genuine
920,Why can’t I access `four` in `the class function` even after `check a condition`?,genuine
921,How do I start writing a program that `calculate boy`? I'm stuck at `the input part`.,genuine
922,"Is `""nice"" + 4` the right way to `filter a list`? It feels like `the output is wrong`.",genuine
923,How to `filter a list` with nested loops? My attempt `line + 4` fails with `IndexError`.,genuine
924,Why does `voice + 3` give a `KeyError` even though I copied it from a tutorial?,genuine
925,Why does `len(simple)` give a `IndexError` even though I copied it from a tutorial?,genuine
926,How do I start writing a program that `calculate work`? I'm stuck at `the input part`.,genuine
927,What's the practical difference between `)` and `]` in `main()`?,genuine
928,Why does my loop stop at `null` instead of `7` when `i < 9`?,genuine
929,Why does `popular + 8` modify my original list when I only wanted to change a copy?,genuine
930,How do I start writing a program that `calculate large`? I'm stuck at `the loop condition`.,genuine
931,Why can’t I access `much` in `global scope` even after `check a condition`?,genuine
932,How do I convert `stuff` from `float` to `tuple` in `a hand function`?,genuine
933,Why does `fact + 5` give a `IndexError` even though I copied it from a tutorial?,genuine
934,"Why does `""former"" + 9` work in `the main program` but not in `an if-statement` when I `use `itself``?",genuine
935,What's the practical difference between `]` and `=` in `a loop`?,genuine
936,How do I start writing a program that `calculate deep`? I'm stuck at `storing results`.,genuine
937,"Why does `""decide"" + 7` modify my original list when I only wanted to change a copy?",genuine
938,How to `calculate ask` with nested loops? My attempt `sure + 4` fails with `NameError`.,genuine
939,How to `validate input` with nested loops? My attempt `similar + 6` fails with `NameError`.,genuine
940,Why does `medical + 2` work in `a function` but not in `a different function` when I `use `most``?,genuine
941,My `while` loop runs `infinitely` when I `use `science``. How to debug?,genuine
942,Why does `len(concern)` give `TypeError`? I expected `a list`.,genuine
943,Why does `len(city)` modify my original list when I only wanted to change a copy?,genuine
944,Why does `try + 9` work in `a loop` but not in `a class` when I `check a condition`?,genuine
945,Why does `len(physical)` modify my original list when I only wanted to change a copy?,genuine
946,How do I `calculate finish` using a `while` loop without `the output is wrong`?,genuine
947,Why does `len(option)` modify my original list when I only wanted to change a copy?,genuine
948,Why does `len(star)` work in `the main program` but not in `a class` when I `use `read``?,genuine
949,"Why does `""activity"" + 3` give a `NameError` even though I copied it from a tutorial?",genuine
950,How to return `a tuple` from `feel()` without `the output is wrong`?,genuine
951,What's the practical difference between `=` and `[` in `a including function`?,genuine
952,"Why does `""case"" + 2` modify my original list when I only wanted to change a copy?",genuine
953,Why does `stuff + 5` modify my original list when I only wanted to change a copy?,genuine
954,Why does `plan + 8` give a `KeyError` even though I copied it from a tutorial?,genuine
955,Why can’t I access `until` in `the behavior function` even after `check a condition`?,genuine
956,Why does `len(local)` modify my original list when I only wanted to change a copy?,genuine
957,"Why does `""debate"" + 1` modify my original list when I only wanted to change a copy?",genuine
958,How do I `validate input` using a `nested` loop without `it crashes`?,genuine
959,Why does `artist + 8` work in `the main program` but not in `an if-statement` when I `use `almost``?,genuine
960,Why does `per` throw `NameError` when I call `system()` in `a loop`?,genuine
961,How to return `a tuple` from `edge()` without `it’s too slow`?,genuine
962,How to `validate input` with nested loops? My attempt `myself + 7` fails with `KeyError`.,genuine
963,Why can’t I access `near` in `a nested loop` even after `use `rather``?,genuine
964,"Why does `len(him)` give `33`? I expected `""still""`.",genuine
965,Why can’t I access `lead` in `the sense function` even after `print values`?,genuine
966,Why does `len(coach)` give `TypeError`? I expected `70`.,genuine
967,"Why does `""head"" + 4` work in `the main program` but not in `an if-statement` when I `check a condition`?",genuine
968,Why does `len(town)` give a `SyntaxError` even though I copied it from a tutorial?,genuine
969,How do I convert `window` from `boolean` to `tuple` in `a class function`?,genuine
970,"Why does `""fish"" + 5` give a `KeyError` even though I copied it from a tutorial?",genuine
971,"Why does `""member"" + 10` give a `KeyError` even though I copied it from a tutorial?",genuine
972,How to `validate input` with nested loops? My attempt `change + 5` fails with `SyntaxError`.,genuine
973,How to `calculate international` with nested loops? My attempt `letter + 10` fails with `SyntaxError`.,genuine
974,How do I convert `participant` from `list` to `dictionary` in `a class`?,genuine
975,How do I start writing a program that `calculate recognize`? I'm stuck at `storing results`.,genuine
976,"Why does `""respond"" + 8` give a `IndexError` even though I copied it from a tutorial?",genuine
977,How to return `a dictionary` from `writer()` without `the output is wrong`?,genuine
978,"Why does `""attention"" + 7` give `41`? I expected `a list`.",genuine
979,"Why does `""phone"" + 8` give a `IndexError` even though I copied it from a tutorial?",genuine
980,How do I `calculate tax` using a `for` loop without `it’s too slow`?,genuine
981,"Why does `""detail"" + 3` modify my original list when I only wanted to change a copy?",genuine
982,Why does `len(voice)` give `12`? I expected `29`.,genuine
983,How do I `validate input` using a `for` loop without `it’s too slow`?,genuine
984,Why does `trial + 4` give a `KeyError` even though I copied it from a tutorial?,genuine
985,Is `understand + 7` the right way to `calculate answer`? It feels like `it crashes`.,genuine
986,Why does `likely + 4` modify my original list when I only wanted to change a copy?,genuine
987,Why does `us` throw `SyntaxError` when I call `majority()` in `a full function`?,genuine
988,How to return `a tuple` from `difficult()` without `it’s too slow`?,genuine
989,My `nested` loop runs `in reverse` when I `check a condition`. How to debug?,genuine
990,Why can’t I access `trial` in `the receive function` even after `use `color``?,genuine
991,"Is `""politics"" + 3` the right way to `calculate arm`? It feels like `it’s too slow`.",genuine
992,How to `filter a list` with nested loops? My attempt `project + 6` fails with `KeyError`.,genuine
993,"Why does `""agree"" + 9` modify my original list when I only wanted to change a copy?",genuine
994,How to return `a dictionary` from `some()` without `it’s too slow`?,genuine
995,How do I `validate input` using a `nested` loop without `the output is wrong`?,genuine
996,Why does my loop stop at `null` instead of `4` when `the list is empty`?,genuine
997,How to return `a dictionary` from `sense()` without `the output is wrong`?,genuine
998,My `nested` loop runs `not at all` when I `print values`. How to debug?,genuine
999,Why can’t I access `management` in `the sell function` even after `check a condition`?,genuine
1000,Why does `eat + 2` give a `KeyError` even though I copied it from a tutorial?,genuine
